cluster	cluster_size	go_term	k_in_cluster	K_in_atlas	cluster_freq	bg_freq	enrichment_ratio	log10_p
41	324	cholesterol storage	2	84	0.0062	0.0024	2.58	0.74
41	324	estrogen metabolic process	28	1660	0.0864	0.0473	1.83	2.78
41	324	regulation of cell population proliferation	2	413	0.0062	0.0118	0.52	0.05
41	324	positive regulation of B cell proliferation	69	73	0.213	0.0021	102.45	137.75
42	120	steroid biosynthetic process	6	557	0.05	0.0159	3.15	1.91
42	120	nuclear receptor activity	17	205	0.1417	0.0058	24.27	18.22
42	120	Hsp90 protein binding	1	97	0.0083	0.0028	3.02	0.55
42	120	cellular response to cholesterol	6	173	0.05	0.0049	10.15	4.52
42	120	cellular response to estradiol stimulus	81	368	0.675	0.0105	64.41	132.84
42	120	negative regulation of miRNA transcription	77	78	0.6417	0.0022	288.89	202.03
42	120	positive regulation of ERK1 and ERK2 cascade	1	89	0.0083	0.0025	3.29	0.58
42	120	DNA-templated transcription	12	681	0.1	0.0194	5.16	5.4
42	120	stem cell differentiation	73	74	0.6083	0.0021	288.69	190.51
42	120	negative regulation of gene expression	77	363	0.6417	0.0103	62.08	123.9
42	120	response to ethanol	3	23	0.025	0.0007	38.17	4.18
42	120	enzyme binding	1	350	0.0083	0.01	0.84	0.15
42	120	steroid binding	87	1674	0.725	0.0477	15.21	87.03
42	120	nuclear receptor-mediated steroid hormone signaling pathway	5	50	0.0417	0.0014	29.26	6.1
42	120	negative regulation of neuron apoptotic process	1	53	0.0083	0.0015	5.52	0.78
42	120	TBP-class protein binding	77	167	0.6417	0.0048	134.93	155.13
42	120	sterol metabolic process	3	603	0.025	0.0172	1.46	0.47
42	120	positive regulation of epidermal growth factor receptor signaling pathway	1	82	0.0083	0.0023	3.57	0.61
42	120	sequence-specific double-stranded DNA binding	1	17	0.0083	0.0005	17.21	1.25
42	120	TFIIB-class transcription factor binding	77	78	0.6417	0.0022	288.89	202.03
42	120	cell-cell signaling	14	1430	0.1167	0.0407	2.87	3.41
42	120	RNA polymerase II preinitiation complex assembly	77	78	0.6417	0.0022	288.89	202.03
42	120	negative regulation of transcription by RNA polymerase II	79	416	0.6583	0.0118	55.57	123.41
42	120	smoothened signaling pathway	14	1536	0.1167	0.0437	2.67	3.11
42	120	positive regulation of smoothened signaling pathway	4	196	0.0333	0.0056	5.97	2.33
42	120	negative regulation of canonical NF-kappaB signal transduction	80	248	0.6667	0.0071	94.4	146.31
42	120	nuclear estrogen receptor activity	87	363	0.725	0.0103	70.14	148.13
42	120	steroid hydroxylase activity	3	153	0.025	0.0044	5.74	1.8
42	120	ATPase binding	77	285	0.6417	0.0081	79.06	133.09
42	120	patched binding	14	1613	0.1167	0.0459	2.54	2.91
42	120	regulation of DNA-templated transcription	1	26	0.0083	0.0007	11.26	1.07
42	120	promoter-specific chromatin binding	1	163	0.0083	0.0046	1.8	0.37
42	120	system development	3	410	0.025	0.0117	2.14	0.78
42	120	response to estrogen	70	109	0.5833	0.0031	187.94	154.07
42	120	nuclear estrogen receptor binding	77	81	0.6417	0.0023	278.19	197.71
42	120	transcription coactivator binding	77	297	0.6417	0.0085	75.87	131.5
42	120	positive regulation of gene expression	6	432	0.05	0.0123	4.06	2.42
42	120	24S-hydroxycholesterol 7-alpha-hydroxylase activity	10	310	0.0833	0.0088	9.44	6.91
42	120	androgen metabolic process	1	1056	0.0083	0.0301	0.28	0.01
42	120	cholesterol homeostasis	12	1948	0.1	0.0555	1.8	1.46
42	120	male gonad development	2	40	0.0167	0.0011	14.63	2.08
42	120	intein-mediated protein splicing	3	1354	0.025	0.0386	0.65	0.07
42	120	protein-containing complex binding	1	246	0.0083	0.007	1.19	0.24
42	120	response to xenobiotic stimulus	1	98	0.0083	0.0028	2.99	0.54
42	120	protein kinase binding	77	330	0.6417	0.0094	68.28	127.48
42	120	oxysterol 7-alpha-hydroxylase activity	2	393	0.0167	0.0112	1.49	0.41
42	120	cell fate specification	14	1408	0.1167	0.0401	2.91	3.48
42	120	RNA polymerase II transcription regulator complex	2	100	0.0167	0.0028	5.85	1.34
42	120	positive regulation of transcription by RNA polymerase II	3	282	0.025	0.008	3.11	1.14
42	120	cellular response to estrogen stimulus	15	94	0.125	0.0027	46.7	20.52
42	120	beta-catenin binding	77	229	0.6417	0.0065	98.4	141.76
42	120	protein autoprocessing	14	1424	0.1167	0.0406	2.88	3.43
42	120	sequence-specific DNA binding	6	90	0.05	0.0026	19.51	6.16
42	120	protein-containing complex	77	462	0.6417	0.0132	48.77	115.03
42	120	chromatin binding	78	237	0.65	0.0067	96.31	142.97
42	120	calcium ion binding	14	1460	0.1167	0.0416	2.81	3.32
42	120	positive regulation of cytosolic calcium ion concentration	5	80	0.0417	0.0023	18.29	5.08
42	120	RNA polymerase II cis-regulatory region sequence-specific DNA binding	3	466	0.025	0.0133	1.88	0.67
42	120	cellular response to glucose stimulus	9	88	0.075	0.0025	29.93	10.67
42	120	ecdysone receptor signaling pathway	2	17	0.0167	0.0005	34.43	2.82
42	120	protein localization to chromatin	77	78	0.6417	0.0022	288.89	202.03
42	120	nuclear steroid receptor activity	1	177	0.0083	0.005	1.65	0.34
42	120	peptidase activity	14	1425	0.1167	0.0406	2.88	3.43
42	120	positive regulation of DNA-templated transcription	5	326	0.0417	0.0093	4.49	2.27
42	120	transcription coregulator binding	1	95	0.0083	0.0027	3.08	0.56
42	120	cell differentiation	2	459	0.0167	0.0131	1.28	0.33
42	120	positive regulation of cholesterol biosynthetic process	3	22	0.025	0.0006	39.91	4.24
42	120	regulation of gene expression	14	1316	0.1167	0.0375	3.11	3.78
42	120	epithelial cell development	15	16	0.125	0.0005	274.35	36.19
42	120	regulation of transcription by RNA polymerase II	15	97	0.125	0.0028	45.25	20.3
42	120	estrogen response element binding	85	153	0.7083	0.0044	162.58	183.08
42	120	response to estradiol	1	57	0.0083	0.0016	5.13	0.75
42	120	cholesterol metabolic process	3	6083	0.025	0.1732	0.14	0.0
42	120	chromatin	15	207	0.125	0.0059	21.21	15.23
42	120	DNA-binding transcription activator activity, RNA polymerase II-specific	77	483	0.6417	0.0138	46.65	113.42
42	120	T-tubule	1	150	0.0083	0.0043	1.95	0.4
42	120	hormone binding	1	30	0.0083	0.0009	9.75	1.01
42	120	response to nutrient levels	1	20	0.0083	0.0006	14.63	1.18
42	120	oxygen binding	1	95	0.0083	0.0027	3.08	0.56
42	120	negative regulation of smooth muscle cell proliferation	1	25	0.0083	0.0007	11.71	1.09
42	120	bile acid biosynthetic process	16	520	0.1333	0.0148	9.0	10.49
42	120	circadian rhythm	2	73	0.0167	0.0021	8.02	1.59
42	120	estrogen receptor signaling pathway	85	186	0.7083	0.0053	133.73	173.1
42	120	heme binding	16	5655	0.1333	0.161	0.83	0.08
42	120	digestion	1	317	0.0083	0.009	0.92	0.18
42	120	intracellular membrane-bounded organelle	7	19	0.0583	0.0005	107.82	12.65
42	120	cholesterol catabolic process	9	1254	0.075	0.0357	2.1	1.55
42	120	14-3-3 protein binding	77	78	0.6417	0.0022	288.89	202.03
42	120	ecdysone binding	2	19	0.0167	0.0005	30.8	2.72
42	120	bile acid metabolic process	2	229	0.0167	0.0065	2.56	0.73
42	120	transcription corepressor binding	77	155	0.6417	0.0044	145.38	158.5
42	120	euchromatin	77	172	0.6417	0.0049	131.01	153.82
42	120	regulation of cell population proliferation	14	413	0.1167	0.0118	9.92	9.77
43	566	22alpha-hydroxysteroid 23-monooxygenase activity	470	470	0.8304	0.0134	62.04	300.0
43	566	steroid biosynthetic process	3	557	0.0053	0.0159	0.33	0.0
43	566	sterol 14-demethylase activity	1	2241	0.0018	0.0638	0.03	-0.0
43	566	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	471	472	0.8322	0.0134	61.91	300.0
43	566	stamen development	471	473	0.8322	0.0135	61.78	300.0
43	566	monooxygenase activity	20	196	0.0353	0.0056	6.33	10.12
43	566	sterol metabolic process	432	603	0.7633	0.0172	44.45	300.0
43	566	response to light stimulus	5	141	0.0088	0.004	2.2	1.1
43	566	skotomorphogenesis	1	43	0.0018	0.0012	1.44	0.3
43	566	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	11	156	0.0194	0.0044	4.37	4.31
43	566	sterol biosynthetic process	2	80	0.0035	0.0023	1.55	0.43
43	566	methyltransferase activity	1	767	0.0018	0.0218	0.08	0.0
43	566	brassinosteroid biosynthetic process	499	772	0.8816	0.022	40.1	300.0
43	566	leaf development	477	478	0.8428	0.0136	61.91	300.0
43	566	petal development	471	471	0.8322	0.0134	62.04	300.0
43	566	brassinosteroid homeostasis	490	626	0.8657	0.0178	48.56	300.0
43	566	cholesterol metabolic process	4	6083	0.0071	0.1732	0.04	-0.0
43	566	methylation	1	978	0.0018	0.0278	0.06	0.0
43	566	heme binding	502	5655	0.8869	0.161	5.51	300.0
43	566	steroid 22S-hydroxylase activity	17	17	0.03	0.0005	62.04	30.58
44	386	steroid metabolic process	15	321	0.0389	0.0091	4.25	5.49
44	386	sterol 14-demethylase activity	289	2241	0.7487	0.0638	11.73	262.54
44	386	monooxygenase activity	9	196	0.0233	0.0056	4.18	3.46
44	386	cellular response to starvation	1	71	0.0026	0.002	1.28	0.26
44	386	steroid hydroxylase activity	3	153	0.0078	0.0044	1.78	0.62
44	386	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	1	156	0.0026	0.0044	0.58	0.08
44	386	mycotoxin biosynthetic process	60	104	0.1554	0.003	52.49	90.12
44	386	ergosterol biosynthetic process	18	396	0.0466	0.0113	4.14	6.29
44	386	perinuclear endoplasmic reticulum	6	94	0.0155	0.0027	5.81	3.21
44	386	sterol biosynthetic process	14	80	0.0363	0.0023	15.92	12.63
44	386	glycosyltransferase activity	1	704	0.0026	0.02	0.13	0.0
44	386	cholesterol binding	1	1642	0.0026	0.0468	0.06	0.0
44	386	methyltransferase activity	97	767	0.2513	0.0218	11.51	73.02
44	386	calcium ion binding	1	1460	0.0026	0.0416	0.06	0.0
44	386	cortical endoplasmic reticulum	6	100	0.0155	0.0028	5.46	3.07
44	386	methylation	97	978	0.2513	0.0278	9.02	62.93
44	386	lipid metabolic process	1	1633	0.0026	0.0465	0.06	0.0
44	386	heme binding	298	5655	0.772	0.161	4.79	156.94
45	337	glucocorticoid metabolic process	2	45	0.0059	0.0013	4.63	1.16
45	337	sensory perception of sound	1	52	0.003	0.0015	2.0	0.4
45	337	steroid metabolic process	26	321	0.0772	0.0091	8.44	15.88
45	337	heat shock protein binding	2	134	0.0059	0.0038	1.56	0.43
45	337	G protein-coupled receptor activity	122	338	0.362	0.0096	37.61	162.94
45	337	nuclear receptor activity	34	205	0.1009	0.0058	17.28	31.11
45	337	Hsp90 protein binding	85	97	0.2522	0.0028	91.31	161.7
45	337	cellular response to cholesterol	72	173	0.2136	0.0049	43.37	99.33
45	337	positive regulation of cell population proliferation	2	218	0.0059	0.0062	0.96	0.21
45	337	positive regulation of cell migration	72	223	0.2136	0.0064	33.64	89.63
45	337	cellular response to dexamethasone stimulus	85	95	0.2522	0.0027	93.24	163.54
45	337	neuron differentiation	1	425	0.003	0.0121	0.25	0.01
45	337	DNA-templated transcription	166	681	0.4926	0.0194	25.4	194.66
45	337	negative regulation of apoptotic process	7	225	0.0208	0.0064	3.24	2.2
45	337	protein stabilization	1	136	0.003	0.0039	0.77	0.14
45	337	negative regulation of gene expression	72	363	0.2136	0.0103	20.67	72.52
45	337	spinal cord dorsal/ventral patterning	72	79	0.2136	0.0022	94.97	139.37
45	337	centrosome	163	166	0.4837	0.0047	102.32	300.0
45	337	apoptotic process	2	313	0.0059	0.0089	0.67	0.09
45	337	steroid binding	39	1674	0.1157	0.0477	2.43	6.47
45	337	response to cortisol	47	50	0.1395	0.0014	97.95	92.01
45	337	nuclear receptor-mediated steroid hormone signaling pathway	18	50	0.0534	0.0014	37.51	23.38
45	337	cholesterol biosynthetic process	6	2414	0.0178	0.0687	0.26	0.0
45	337	steroid hormone binding	142	392	0.4214	0.0112	37.75	192.16
45	337	negative regulation of neuron apoptotic process	1	53	0.003	0.0015	1.97	0.4
45	337	TBP-class protein binding	85	167	0.2522	0.0048	53.04	127.72
45	337	commissural neuron axon guidance	121	129	0.3591	0.0037	97.74	242.64
45	337	sequence-specific double-stranded DNA binding	7	17	0.0208	0.0005	42.91	9.9
45	337	intracellular receptor signaling pathway	1	24	0.003	0.0007	4.34	0.68
45	337	spindle	163	168	0.4837	0.0048	101.1	300.0
45	337	female pregnancy	1	16	0.003	0.0005	6.51	0.84
45	337	lung development	1	21	0.003	0.0006	4.96	0.74
45	337	cellular response to transforming growth factor beta stimulus	85	92	0.2522	0.0026	96.28	166.6
45	337	heart looping	73	135	0.2166	0.0038	56.35	111.85
45	337	negative regulation of transcription by RNA polymerase II	6	416	0.0178	0.0118	1.5	0.67
45	337	multicellular organism growth	1	17	0.003	0.0005	6.13	0.82
45	337	smoothened signaling pathway	122	1536	0.362	0.0437	8.28	77.24
45	337	positive regulation of smoothened signaling pathway	3	196	0.0089	0.0056	1.59	0.54
45	337	steroid hydroxylase activity	4	153	0.0119	0.0044	2.72	1.22
45	337	dendrite	121	1498	0.3591	0.0427	8.42	77.38
45	337	cholesterol biosynthetic process via lathosterol	5	269	0.0148	0.0077	1.94	0.93
45	337	nervous system development	1	218	0.003	0.0062	0.48	0.06
45	337	patched binding	122	1613	0.362	0.0459	7.88	74.76
45	337	regulation of DNA-templated transcription	3	26	0.0089	0.0007	12.02	2.71
45	337	promoter-specific chromatin binding	84	163	0.2493	0.0046	53.7	126.79
45	337	nuclear speck	98	268	0.2908	0.0076	38.1	129.89
45	337	positive regulation of miRNA transcription	87	160	0.2582	0.0046	56.66	134.33
45	337	zymosterol biosynthetic process	3	201	0.0089	0.0057	1.56	0.52
45	337	response to alcohol	11	17	0.0326	0.0005	67.43	18.2
45	337	ergosterol biosynthetic process	10	396	0.0297	0.0113	2.63	2.28
45	337	embryonic morphogenesis	1	23	0.003	0.0007	4.53	0.7
45	337	positive regulation of gene expression	117	432	0.3472	0.0123	28.22	138.62
45	337	cholesterol homeostasis	3	1948	0.0089	0.0555	0.16	0.0
45	337	cilium	57	219	0.1691	0.0062	27.12	64.42
45	337	protein kinase A catalytic subunit binding	74	76	0.2196	0.0022	101.46	149.61
45	337	motor behavior	84	86	0.2493	0.0024	101.78	170.82
45	337	regulation of epithelial cell proliferation	14	16	0.0415	0.0005	91.18	26.3
45	337	neuron fate commitment	1	51	0.003	0.0015	2.04	0.41
45	337	astrocyte differentiation	84	86	0.2493	0.0024	101.78	170.82
45	337	protein-containing complex binding	2	246	0.0059	0.007	0.85	0.16
45	337	central nervous system development	57	1381	0.1691	0.0393	4.3	19.92
45	337	oxysterol binding	123	423	0.365	0.012	30.3	150.64
45	337	embryonic organ development	1	66	0.003	0.0019	1.58	0.33
45	337	9+0 non-motile cilium	72	74	0.2136	0.0021	101.39	145.39
45	337	ciliary membrane	72	77	0.2136	0.0022	97.44	141.53
45	337	sterol biosynthetic process	19	80	0.0564	0.0023	24.75	20.73
45	337	ventral midline determination	72	74	0.2136	0.0021	101.39	145.39
45	337	protein kinase binding	114	330	0.3383	0.0094	36.0	148.94
45	337	synaptic transmission, glutamatergic	84	84	0.2493	0.0024	104.2	174.38
45	337	cholesterol binding	3	1642	0.0089	0.0468	0.19	0.0
45	337	postsynapse	1	1209	0.003	0.0344	0.09	0.0
45	337	regulation of nuclear receptor-mediated glucocorticoid signaling pathway	25	28	0.0742	0.0008	93.04	47.34
45	337	cell fate specification	1	1408	0.003	0.0401	0.07	0.0
45	337	negative regulation of smoothened signaling pathway	1	78	0.003	0.0022	1.34	0.28
45	337	RNA polymerase II transcription regulator complex	2	100	0.0059	0.0028	2.08	0.6
45	337	response to glucocorticoid	20	40	0.0593	0.0011	52.1	29.54
45	337	fatty acid homeostasis	2	93	0.0059	0.0026	2.24	0.65
45	337	positive regulation of transcription by RNA polymerase II	20	282	0.0593	0.008	7.39	11.27
45	337	pattern specification process	57	453	0.1691	0.0129	13.11	45.35
45	337	chordate embryonic development	1	46	0.003	0.0013	2.27	0.45
45	337	protein sequestering activity	74	153	0.2196	0.0044	50.4	108.48
45	337	nuclear envelope	1	191	0.003	0.0054	0.55	0.07
45	337	sequence-specific DNA binding	28	90	0.0831	0.0026	32.42	34.04
45	337	DNA-binding transcription repressor activity, RNA polymerase II-specific	85	87	0.2522	0.0025	101.81	172.95
45	337	centriole	72	76	0.2136	0.0022	98.72	142.72
45	337	protein-containing complex	85	462	0.2522	0.0132	19.17	83.23
45	337	chromatin binding	2	237	0.0059	0.0067	0.88	0.18
45	337	midgut development	72	77	0.2136	0.0022	97.44	141.53
45	337	response to insulin	1	16	0.003	0.0005	6.51	0.84
45	337	osteoblast differentiation	15	27	0.0445	0.0008	57.89	23.21
45	337	RNA polymerase II cis-regulatory region sequence-specific DNA binding	81	466	0.2404	0.0133	18.11	77.01
45	337	brassinosteroid biosynthetic process	1	772	0.003	0.022	0.13	0.0
45	337	ecdysone receptor signaling pathway	2	17	0.0059	0.0005	12.26	1.94
45	337	chromatin organization	161	166	0.4777	0.0047	101.07	300.0
45	337	response to calcium ion	1	69	0.003	0.002	1.51	0.31
45	337	fatty acid metabolic process	2	1010	0.0059	0.0288	0.21	0.0
45	337	cellular response to glucocorticoid stimulus	15	32	0.0445	0.0009	48.85	21.72
45	337	nuclear glucocorticoid receptor activity	121	121	0.3591	0.0034	104.2	254.8
45	337	caveola	72	1185	0.2136	0.0337	6.33	35.92
45	337	nuclear steroid receptor activity	1	177	0.003	0.005	0.59	0.09
45	337	endoplasmic reticulum-Golgi intermediate compartment	72	76	0.2136	0.0022	98.72	142.72
45	337	positive regulation of multicellular organism growth	72	74	0.2136	0.0021	101.39	145.39
45	337	positive regulation of DNA-templated transcription	90	326	0.2671	0.0093	28.77	105.86
45	337	cell differentiation	4	459	0.0119	0.0131	0.91	0.19
45	337	determination of left/right asymmetry in lateral mesoderm	72	128	0.2136	0.0036	58.62	112.05
45	337	cellular response to steroid hormone stimulus	16	172	0.0475	0.0049	9.69	10.89
45	337	digestive tract development	1	50	0.003	0.0014	2.08	0.42
45	337	contact inhibition	72	75	0.2136	0.0021	100.04	143.99
45	337	positive regulation of branching involved in ureteric bud morphogenesis	72	74	0.2136	0.0021	101.39	145.39
45	337	microglia differentiation	84	85	0.2493	0.0024	102.98	172.45
45	337	regulation of gene expression	1	1316	0.003	0.0375	0.08	0.0
45	337	cell development	1	183	0.003	0.0052	0.57	0.08
45	337	neuronal cell body	1	162	0.003	0.0046	0.64	0.1
45	337	carbonyl reductase (NADPH) activity	1	327	0.003	0.0093	0.32	0.02
45	337	positive regulation of organ growth	72	74	0.2136	0.0021	101.39	145.39
45	337	regulation of transcription by RNA polymerase II	19	97	0.0564	0.0028	20.41	19.01
45	337	lysosomal membrane	3	2454	0.0089	0.0699	0.13	0.0
45	337	DNA-binding transcription factor activity	17	45	0.0504	0.0013	39.37	22.54
45	337	cAMP-dependent protein kinase inhibitor activity	72	74	0.2136	0.0021	101.39	145.39
45	337	gene expression	4	124	0.0119	0.0035	3.36	1.5
45	337	regulation of heart morphogenesis	72	74	0.2136	0.0021	101.39	145.39
45	337	estrogen response element binding	18	153	0.0534	0.0044	12.26	13.96
45	337	Hsp70 protein binding	2	16	0.0059	0.0005	13.03	2.0
45	337	cholesterol metabolic process	4	6083	0.0119	0.1732	0.07	-0.0
45	337	chromatin	19	207	0.0564	0.0059	9.56	12.72
45	337	endoplasmic reticulum lumen	5	52	0.0148	0.0015	10.02	3.85
45	337	DNA-binding transcription activator activity, RNA polymerase II-specific	85	483	0.2522	0.0138	18.34	81.49
45	337	hormone binding	5	30	0.0148	0.0009	17.37	5.03
45	337	sterol binding	1	52	0.003	0.0015	2.0	0.4
45	337	smooth muscle tissue development	73	214	0.2166	0.0061	35.55	92.99
45	337	response to ketone	28	32	0.0831	0.0009	91.18	52.46
45	337	chromosome	77	85	0.2285	0.0024	94.4	148.78
45	337	neuroinflammatory response	84	84	0.2493	0.0024	104.2	174.38
45	337	regulation of smoothened signaling pathway	1	72	0.003	0.0021	1.45	0.3
45	337	embryonic digit morphogenesis	1	62	0.003	0.0018	1.68	0.35
45	337	nuclear cortisol receptor activity	45	49	0.1335	0.0014	95.7	86.82
45	337	forebrain morphogenesis	72	74	0.2136	0.0021	101.39	145.39
45	337	basolateral part of cell	45	49	0.1335	0.0014	95.7	86.82
45	337	circadian rhythm	1	73	0.003	0.0021	1.43	0.3
45	337	striated muscle cell development	1	637	0.003	0.0181	0.16	0.0
45	337	lipid metabolic process	1	1633	0.003	0.0465	0.06	0.0
45	337	regulation of glucose metabolic process	27	103	0.0801	0.0029	27.32	30.54
45	337	somite development	73	265	0.2166	0.0075	28.71	85.07
45	337	negative regulation of DNA-templated transcription	74	80	0.2196	0.0023	96.39	144.6
45	337	tissue development	49	476	0.1454	0.0136	10.73	34.66
45	337	mesenchymal to epithelial transition involved in metanephric renal vesicle formation	72	74	0.2136	0.0021	101.39	145.39
45	337	core promoter sequence-specific DNA binding	130	141	0.3858	0.004	96.08	258.92
45	337	ecdysone binding	2	19	0.0059	0.0005	10.97	1.85
45	337	spermatogenesis	1	26	0.003	0.0007	4.01	0.65
45	337	positive regulation of neural precursor cell proliferation	15	61	0.0445	0.0017	25.62	16.73
45	337	late endosome	72	102	0.2136	0.0029	73.56	123.14
45	337	all-trans-retinol dehydrogenase (NADP+) activity	1	25	0.003	0.0007	4.17	0.67
45	337	regulation of cell population proliferation	2	413	0.0059	0.0118	0.5	0.04
45	337	cholesterol biosynthetic process via desmosterol	6	288	0.0178	0.0082	2.17	1.22
45	337	angiogenesis	3	83	0.0089	0.0024	3.77	1.34
45	337	synapse	82	95	0.2433	0.0027	89.95	154.6
45	337	C-4 methylsterol oxidase activity	17	17	0.0504	0.0005	104.2	34.48
46	326	steroid biosynthetic process	2	557	0.0061	0.0159	0.39	0.01
46	326	steroid metabolic process	1	321	0.0031	0.0091	0.34	0.02
46	326	presynapse	200	1207	0.6135	0.0344	17.85	208.59
46	326	cellular response to insulin stimulus	66	84	0.2025	0.0024	84.64	119.26
46	326	progesterone metabolic process	40	906	0.1227	0.0258	4.76	15.41
46	326	cholesterol biosynthetic process	68	2414	0.2086	0.0687	3.03	15.88
46	326	cell-cell signaling	3	1430	0.0092	0.0407	0.23	0.0
46	326	xenobiotic catabolic process	3	191	0.0092	0.0054	1.69	0.58
46	326	smoothened signaling pathway	2	1536	0.0061	0.0437	0.14	0.0
46	326	positive regulation of smoothened signaling pathway	3	196	0.0092	0.0056	1.65	0.56
46	326	xenobiotic metabolic process	5	499	0.0153	0.0142	1.08	0.31
46	326	steroid hydroxylase activity	9	153	0.0276	0.0044	6.34	4.85
46	326	dendrite	200	1498	0.6135	0.0427	14.38	188.75
46	326	triglyceride metabolic process	2	590	0.0061	0.0168	0.37	0.01
46	326	negative regulation of cholesterol biosynthetic process	67	78	0.2055	0.0022	92.53	126.45
46	326	patched binding	3	1613	0.0092	0.0459	0.2	0.0
46	326	cholesterol 24-hydroxylase activity	200	1202	0.6135	0.0342	17.92	208.98
46	326	cholesterol homeostasis	67	1948	0.2055	0.0555	3.7	20.09
46	326	symporter activity	5	26	0.0153	0.0007	20.72	5.43
46	326	SREBP-SCAP-Insig complex	68	79	0.2086	0.0022	92.72	128.52
46	326	oxysterol binding	68	423	0.2086	0.012	17.32	62.84
46	326	steroid catabolic process	3	962	0.0092	0.0274	0.34	0.0
46	326	sterol biosynthetic process	2	80	0.0061	0.0023	2.69	0.77
46	326	negative regulation of cargo loading into COPII-coated vesicle	67	71	0.2055	0.002	101.65	133.33
46	326	postsynapse	200	1209	0.6135	0.0344	17.82	208.44
46	326	negative regulation of fat cell differentiation	2	145	0.0061	0.0041	1.49	0.41
46	326	transmembrane transporter activity	4	79	0.0123	0.0022	5.45	2.2
46	326	cell fate specification	2	1408	0.0061	0.0401	0.15	0.0
46	326	steroid 17-alpha-monooxygenase activity	35	846	0.1074	0.0241	4.46	12.69
46	326	protein sequestering activity	67	153	0.2055	0.0044	47.17	95.22
46	326	protein autoprocessing	3	1424	0.0092	0.0406	0.23	0.0
46	326	calcium ion binding	3	1460	0.0092	0.0416	0.22	0.0
46	326	response to peptide hormone	1	16	0.0031	0.0005	6.73	0.86
46	326	response to lipid	1	28	0.0031	0.0008	3.85	0.64
46	326	peptidase activity	3	1425	0.0092	0.0406	0.23	0.0
46	326	positive regulation of cholesterol biosynthetic process	1	22	0.0031	0.0006	4.9	0.73
46	326	regulation of gene expression	2	1316	0.0061	0.0375	0.16	0.0
46	326	hydroperoxy icosatetraenoate dehydratase activity	39	512	0.1196	0.0146	8.21	23.23
46	326	regulation of transcription by RNA polymerase II	1	97	0.0031	0.0028	1.11	0.22
46	326	retinol metabolic process	35	473	0.1074	0.0135	7.97	20.45
46	326	lysosomal membrane	5	2454	0.0153	0.0699	0.22	0.0
46	326	response to estradiol	1	57	0.0031	0.0016	1.89	0.38
46	326	cholesterol metabolic process	3	6083	0.0092	0.1732	0.05	-0.0
46	326	regulation of long-term synaptic potentiation	5	61	0.0153	0.0017	8.83	3.59
46	326	hormone biosynthetic process	35	713	0.1074	0.0203	5.29	14.87
46	326	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	4	92	0.0123	0.0026	4.68	1.97
46	326	heme binding	239	5655	0.7331	0.161	4.55	116.93
46	326	negative regulation of protein exit from endoplasmic reticulum	67	71	0.2055	0.002	101.65	133.33
46	326	cholesterol catabolic process	200	1254	0.6135	0.0357	17.18	205.05
46	326	SREBP-SCAP complex retention in endoplasmic reticulum	68	78	0.2086	0.0022	93.91	129.37
46	326	cellular response to sterol	3	75	0.0092	0.0021	4.31	1.48
46	326	SREBP signaling pathway	68	94	0.2086	0.0027	77.93	118.48
46	326	estrogen metabolic process	3	1660	0.0092	0.0473	0.19	0.0
46	326	toxin metabolic process	3	30	0.0092	0.0009	10.77	2.57
47	518	2 iron, 2 sulfur cluster binding	8	18	0.0154	0.0005	30.13	10.09
47	518	3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity	8	436	0.0154	0.0124	1.24	0.5
47	518	steroid biosynthetic process	7	557	0.0135	0.0159	0.85	0.14
47	518	steroid metabolic process	5	321	0.0097	0.0091	1.06	0.29
47	518	3-beta-hydroxysteroid 3-dehydrogenase (NADP+) activity	1	895	0.0019	0.0255	0.08	0.0
47	518	protein homotetramerization	2	67	0.0039	0.0019	2.02	0.59
47	518	cholesterol-5,6-oxide hydrolase activity	1	149	0.0019	0.0042	0.45	0.05
47	518	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	3	274	0.0058	0.0078	0.74	0.11
47	518	(3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity	401	975	0.7741	0.0278	27.88	300.0
47	518	mitochondrial tRNA 5'-end processing	6	71	0.0116	0.002	5.73	3.2
47	518	acyl-CoA metabolic process	8	585	0.0154	0.0167	0.93	0.2
47	518	monooxygenase activity	1	196	0.0019	0.0056	0.35	0.02
47	518	fatty acid beta-oxidation	2	279	0.0039	0.0079	0.49	0.04
47	518	quinone binding	1	538	0.0019	0.0153	0.13	0.0
47	518	ketosteroid monooxygenase activity	2	28	0.0039	0.0008	4.84	1.2
47	518	steroid Delta-isomerase activity	7	39	0.0135	0.0011	12.17	5.83
47	518	steroid hydroxylase activity	5	153	0.0097	0.0044	2.22	1.11
47	518	androgen metabolic process	383	1056	0.7394	0.0301	24.59	300.0
47	518	bile acid binding	2	34	0.0039	0.001	3.99	1.05
