cluster	cluster_size	go_term	k_in_cluster	K_in_atlas	cluster_freq	bg_freq	enrichment_ratio	log10_p
47	518	mitochondrial ribonuclease P complex	6	71	0.0116	0.002	5.73	3.2
47	518	lipid catabolic process	17	1122	0.0328	0.032	1.03	0.31
47	518	3-alpha-hydroxysteroid 3-dehydrogenase [NAD(P)+] activity	1	137	0.0019	0.0039	0.49	0.06
47	518	steroid catabolic process	2	962	0.0039	0.0274	0.14	0.0
47	518	sterol biosynthetic process	2	80	0.0039	0.0023	1.69	0.48
47	518	ursodeoxycholate 7-beta-dehydrogenase (NAD+) activity	6	70	0.0116	0.002	5.81	3.23
47	518	response to toxic substance	1	39	0.0019	0.0011	1.74	0.36
47	518	lyase activity	2	326	0.0039	0.0093	0.42	0.02
47	518	protein-containing complex	1	462	0.0019	0.0132	0.15	0.0
47	518	FAD binding	6	94	0.0116	0.0027	4.33	2.56
47	518	fatty acid biosynthetic process	6	807	0.0116	0.023	0.5	0.01
47	518	fatty acid metabolic process	383	1010	0.7394	0.0288	25.71	300.0
47	518	NADPH binding	2	114	0.0039	0.0032	1.19	0.3
47	518	chenodeoxycholate 7-alpha-dehydrogenase (NAD+) activity	1	65	0.0019	0.0019	1.04	0.21
47	518	cholate 7-alpha-dehydrogenase (NAD+) activity	10	438	0.0193	0.0125	1.55	0.93
47	518	isoursodeoxycholate 7-beta-dehydrogenase (NAD+) activity	6	70	0.0116	0.002	5.81	3.23
47	518	bile acid catabolic process	12	21	0.0232	0.0006	38.74	16.61
47	518	7-beta-hydroxysteroid dehydrogenase (NADP+) activity	2	947	0.0039	0.027	0.14	0.0
47	518	3-beta-hydroxy-Delta5-steroid dehydrogenase (NAD+) activity	2	27	0.0039	0.0008	5.02	1.22
47	518	testosterone dehydrogenase (NAD+) activity	8	1038	0.0154	0.0296	0.52	0.01
47	518	cholesterol metabolic process	7	6083	0.0135	0.1732	0.08	-0.0
47	518	choloyl-CoA hydrolase activity	1	573	0.0019	0.0163	0.12	0.0
47	518	estradiol 17-beta-dehydrogenase [NAD(P)+] activity	400	2847	0.7722	0.0811	9.52	300.0
47	518	lipid metabolic process	7	1633	0.0135	0.0465	0.29	0.0
47	518	heme binding	7	5655	0.0135	0.161	0.08	-0.0
47	518	cholesterol catabolic process	24	1254	0.0463	0.0357	1.3	0.93
47	518	response to hypoxia	1	20	0.0019	0.0006	3.39	0.59
47	518	protein homodimerization activity	1	390	0.0019	0.0111	0.17	0.0
47	518	androstan-3-alpha,17-beta-diol dehydrogenase (NAD+) activity	400	943	0.7722	0.0269	28.76	300.0
47	518	bile acid metabolic process	6	229	0.0116	0.0065	1.78	0.9
47	518	estrogen metabolic process	383	1660	0.7394	0.0473	15.64	300.0
47	518	long-chain fatty acid metabolic process	1	73	0.0019	0.0021	0.93	0.18
48	568	sterol 14-demethylase activity	83	2241	0.1461	0.0638	2.29	11.82
48	568	segment polarity determination	115	177	0.2025	0.005	40.17	163.06
48	568	neuron differentiation	18	425	0.0317	0.0121	2.62	3.64
48	568	regulation of developmental process	18	327	0.0317	0.0093	3.4	5.11
48	568	anatomical structure morphogenesis	110	172	0.1937	0.0049	39.54	154.59
48	568	endocytic vesicle	5	82	0.0088	0.0023	3.77	1.97
48	568	heart development	5	16	0.0088	0.0005	19.32	5.39
48	568	cell-cell signaling	414	1430	0.7289	0.0407	17.9	300.0
48	568	cytoplasmic vesicle	1	26	0.0018	0.0007	2.38	0.46
48	568	smoothened signaling pathway	412	1536	0.7254	0.0437	16.58	300.0
48	568	positive regulation of smoothened signaling pathway	3	196	0.0053	0.0056	0.95	0.21
48	568	gliogenesis	269	585	0.4736	0.0167	28.43	300.0
48	568	patched binding	412	1613	0.7254	0.0459	15.79	300.0
48	568	tube development	18	381	0.0317	0.0108	2.92	4.23
48	568	system development	126	410	0.2218	0.0117	19.0	125.19
48	568	ergosterol biosynthetic process	82	396	0.1444	0.0113	12.8	64.98
48	568	oligodendrocyte differentiation	6	253	0.0106	0.0072	1.47	0.64
48	568	intein-mediated protein splicing	413	1354	0.7271	0.0386	18.86	300.0
48	568	central nervous system development	275	1381	0.4842	0.0393	12.31	233.44
48	568	sterol biosynthetic process	1	80	0.0018	0.0023	0.77	0.14
48	568	cholesterol binding	7	1642	0.0123	0.0468	0.26	0.0
48	568	cell fate specification	408	1408	0.7183	0.0401	17.92	300.0
48	568	methyltransferase activity	81	767	0.1426	0.0218	6.53	40.8
48	568	pattern specification process	18	453	0.0317	0.0129	2.46	3.31
48	568	protein autoprocessing	414	1424	0.7289	0.0406	17.97	300.0
48	568	calcium ion binding	412	1460	0.7254	0.0416	17.45	300.0
48	568	self proteolysis	15	78	0.0264	0.0022	11.89	11.71
48	568	cholesterol-protein transferase activity	15	77	0.0264	0.0022	12.04	11.8
48	568	peptidase activity	414	1425	0.7289	0.0406	17.96	300.0
48	568	regulation of gene expression	412	1316	0.7254	0.0375	19.36	300.0
48	568	cell development	11	183	0.0194	0.0052	3.72	3.68
48	568	morphogen activity	115	178	0.2025	0.0051	39.94	162.61
48	568	endosome	5	134	0.0088	0.0038	2.31	1.17
48	568	methylation	81	978	0.1426	0.0278	5.12	33.12
48	568	striated muscle cell development	270	637	0.4754	0.0181	26.21	300.0
48	568	heme binding	83	5655	0.1461	0.161	0.91	0.07
48	568	tissue development	18	476	0.0317	0.0136	2.34	3.06
48	568	animal organ development	18	351	0.0317	0.01	3.17	4.7
48	568	regulation of cell population proliferation	18	413	0.0317	0.0118	2.69	3.79
49	82	detection of brassinosteroid stimulus	17	34	0.2073	0.001	214.13	36.16
49	82	protein serine/threonine kinase activity	17	50	0.2073	0.0014	145.61	32.54
49	82	steroid binding	17	1674	0.2073	0.0477	4.35	6.58
49	82	developmental process involved in reproduction	15	60	0.1829	0.0017	107.06	26.38
49	82	response to light stimulus	3	141	0.0366	0.004	9.11	2.35
49	82	cell-cell signaling	54	1430	0.6585	0.0407	16.17	54.14
49	82	DNA damage response	10	19	0.122	0.0005	225.4	21.61
49	82	skotomorphogenesis	14	43	0.1707	0.0012	139.43	26.48
49	82	seedling development	17	31	0.2073	0.0009	234.85	37.1
49	82	smoothened signaling pathway	54	1536	0.6585	0.0437	15.06	52.47
49	82	positive regulation of smoothened signaling pathway	36	196	0.439	0.0056	78.66	59.32
49	82	patched binding	54	1613	0.6585	0.0459	14.34	51.33
49	82	system development	34	410	0.4146	0.0117	35.51	43.42
49	82	response to estrogen	1	109	0.0122	0.0031	3.93	0.65
49	82	brassinosteroid mediated signaling pathway	17	36	0.2073	0.001	202.23	35.59
49	82	intein-mediated protein splicing	35	1354	0.4268	0.0386	11.07	27.18
49	82	cell fate specification	54	1408	0.6585	0.0401	16.42	54.5
49	82	carbohydrate catabolic process	10	813	0.122	0.0232	5.27	4.7
49	82	protein autoprocessing	54	1424	0.6585	0.0406	16.24	54.24
49	82	protein-containing complex	17	462	0.2073	0.0132	15.76	15.23
49	82	calcium ion binding	54	1460	0.6585	0.0416	15.84	53.66
49	82	beta-glucosidase activity	10	2348	0.122	0.0669	1.82	1.33
49	82	osteoblast differentiation	2	27	0.0244	0.0008	31.72	2.74
49	82	galactosylceramidase activity	10	3865	0.122	0.1101	1.11	0.38
49	82	peptidase activity	54	1425	0.6585	0.0406	16.23	54.22
49	82	regulation of gene expression	54	1316	0.6585	0.0375	17.57	56.09
49	82	SNARE binding	17	34	0.2073	0.001	214.13	36.16
49	82	response to estradiol	1	57	0.0122	0.0016	7.51	0.9
49	82	protein heterodimerization activity	17	308	0.2073	0.0088	23.64	18.17
49	82	endosome	17	134	0.2073	0.0038	54.33	24.45
49	82	glucosylceramidase activity	10	3857	0.122	0.1098	1.11	0.38
49	82	protein homodimerization activity	17	390	0.2073	0.0111	18.67	16.45
49	82	microtubule bundle formation	14	42	0.1707	0.0012	142.75	26.65
50	538	steroid biosynthetic process	28	557	0.052	0.0159	3.28	7.27
50	538	steroid metabolic process	2	321	0.0037	0.0091	0.41	0.02
50	538	3-beta-hydroxysteroid 3-dehydrogenase (NADP+) activity	11	895	0.0204	0.0255	0.8	0.09
50	538	androgen biosynthetic process	10	155	0.0186	0.0044	4.21	3.83
50	538	female gonad development	1	47	0.0019	0.0013	1.39	0.29
50	538	cellular response to dexamethasone stimulus	1	95	0.0019	0.0027	0.69	0.11
50	538	magnesium ion binding	1	681	0.0019	0.0194	0.1	0.0
50	538	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	43	274	0.0799	0.0078	10.24	29.64
50	538	DNA-templated transcription	1	681	0.0019	0.0194	0.1	0.0
50	538	protein dimerization activity	1	31	0.0019	0.0009	2.11	0.42
50	538	cellular response to insulin stimulus	1	84	0.0019	0.0024	0.78	0.14
50	538	response to ethanol	1	23	0.0019	0.0007	2.84	0.52
50	538	steroid binding	5	1674	0.0093	0.0477	0.19	0.0
50	538	progesterone metabolic process	1	906	0.0019	0.0258	0.07	0.0
50	538	cholesterol biosynthetic process	401	2414	0.7454	0.0687	10.84	300.0
50	538	lipid droplet	457	1587	0.8494	0.0452	18.8	300.0
50	538	manganese ion binding	1	476	0.0019	0.0136	0.14	0.0
50	538	cellular response to transforming growth factor beta stimulus	1	92	0.0019	0.0026	0.71	0.12
50	538	steroid Delta-isomerase activity	22	39	0.0409	0.0011	36.82	29.51
50	538	smoothened signaling pathway	1	1536	0.0019	0.0437	0.04	0.0
50	538	cholesterol biosynthetic process via lathosterol	50	269	0.0929	0.0077	12.13	38.16
50	538	zymosterol biosynthetic process	50	201	0.0929	0.0057	16.24	44.86
50	538	5-alpha-androstane-3-beta,17-beta-diol dehydrogenase (NADP+) activity	9	1008	0.0167	0.0287	0.58	0.01
50	538	ergosterol biosynthetic process	3	396	0.0056	0.0113	0.49	0.03
50	538	3-beta-hydroxysteroid dehydrogenase [NAD(P)+]/C4-decarboxylase activity	452	524	0.8401	0.0149	56.3	300.0
50	538	C21-steroid hormone metabolic process	16	89	0.0297	0.0025	11.73	12.33
50	538	cholesterol homeostasis	2	1948	0.0037	0.0555	0.07	0.0
50	538	cilium	6	219	0.0112	0.0062	1.79	0.91
50	538	male gonad development	1	40	0.0019	0.0011	1.63	0.34
50	538	nucleoside diphosphate metabolic process	1	475	0.0019	0.0135	0.14	0.0
50	538	phosphatidylcholine metabolic process	1	589	0.0019	0.0168	0.11	0.0
50	538	sterol ester esterase activity	3	2104	0.0056	0.0599	0.09	0.0
50	538	response to xenobiotic stimulus	1	98	0.0019	0.0028	0.67	0.11
50	538	lipid catabolic process	1	1122	0.0019	0.032	0.06	0.0
50	538	nucleolus	6	165	0.0112	0.0047	2.37	1.37
50	538	sterol biosynthetic process	4	80	0.0074	0.0023	3.26	1.46
50	538	mineralocorticoid biosynthetic process	1	59	0.0019	0.0017	1.11	0.22
50	538	cellular response to glucose stimulus	1	88	0.0019	0.0025	0.74	0.13
50	538	estrogen biosynthetic process	1	1149	0.0019	0.0327	0.06	0.0
50	538	Delta4-3-oxosteroid 5beta-reductase activity	2	23	0.0037	0.0007	5.68	1.32
50	538	response to calcium ion	1	69	0.0019	0.002	0.95	0.18
50	538	coenzyme A diphosphatase activity	1	1023	0.0019	0.0291	0.06	0.0
50	538	C21-steroid hormone biosynthetic process	5	194	0.0093	0.0055	1.68	0.75
50	538	glucocorticoid biosynthetic process	2	215	0.0037	0.0061	0.61	0.07
50	538	cortisol biosynthetic process	1	105	0.0019	0.003	0.62	0.1
50	538	3-beta-hydroxy-Delta5-steroid dehydrogenase (NAD+) activity	25	27	0.0465	0.0008	60.44	43.08
50	538	response to estradiol	1	57	0.0019	0.0016	1.15	0.23
50	538	cholesterol metabolic process	16	6083	0.0297	0.1732	0.17	-0.0
50	538	hippocampus development	2	15	0.0037	0.0004	8.7	1.67
50	538	response to nutrient levels	1	20	0.0019	0.0006	3.26	0.58
50	538	intracellular triglyceride homeostasis	2	96	0.0037	0.0027	1.36	0.36
50	538	methylation	1	978	0.0019	0.0278	0.07	0.0
50	538	bile acid biosynthetic process	1	520	0.0019	0.0148	0.13	0.0
50	538	isomerase activity	1	206	0.0019	0.0059	0.32	0.02
50	538	estradiol 17-beta-dehydrogenase [NAD(P)+] activity	2	2847	0.0037	0.0811	0.05	-0.0
50	538	lipid metabolic process	2	1633	0.0037	0.0465	0.08	0.0
50	538	cholesterol catabolic process	2	1254	0.0037	0.0357	0.1	0.0
50	538	bile acid metabolic process	1	229	0.0019	0.0065	0.29	0.01
50	538	endomembrane system	1	50	0.0019	0.0014	1.31	0.27
50	538	mitochondrial membrane	15	1052	0.0279	0.03	0.93	0.19
50	538	cholesterol biosynthetic process via desmosterol	50	288	0.0929	0.0082	11.33	36.64
50	538	peroxisomal matrix	5	1220	0.0093	0.0347	0.27	0.0
51	279	steroid biosynthetic process	22	557	0.0789	0.0159	4.97	9.03
51	279	steroid metabolic process	9	321	0.0323	0.0091	3.53	2.94
51	279	organic anion transport	1	62	0.0036	0.0018	2.03	0.41
51	279	progesterone 21-hydroxylase activity	37	37	0.1326	0.0011	125.87	78.77
51	279	steroid 21-monooxygenase activity	49	53	0.1756	0.0015	116.37	99.37
51	279	central nervous system neuron development	1	72	0.0036	0.0021	1.75	0.36
51	279	cellular response to peptide hormone stimulus	1	269	0.0036	0.0077	0.47	0.05
51	279	secondary active transmembrane transporter activity	6	20	0.0215	0.0006	37.76	8.08
51	279	positive regulation of protein localization to plasma membrane	7	86	0.0251	0.0024	10.25	5.23
51	279	17-hydroxyprogesterone 21-hydroxylase activity	37	37	0.1326	0.0011	125.87	78.77
51	279	steroid binding	98	1674	0.3513	0.0477	7.37	57.08
51	279	progesterone metabolic process	76	906	0.2724	0.0258	10.56	54.49
51	279	sterol metabolic process	1	603	0.0036	0.0172	0.21	0.0
51	279	xenobiotic metabolic process	2	499	0.0072	0.0142	0.5	0.04
51	279	steroid hydroxylase activity	8	153	0.0287	0.0044	6.58	4.48
51	279	glycoside catabolic process	1	73	0.0036	0.0021	1.72	0.35
51	279	nervous system development	1	218	0.0036	0.0062	0.58	0.08
51	279	basal plasma membrane	5	44	0.0179	0.0013	14.3	4.59
51	279	glycolipid biosynthetic process	1	144	0.0036	0.0041	0.87	0.17
51	279	prostaglandin transmembrane transporter activity	135	438	0.4839	0.0125	38.79	184.93
51	279	regulation of actin filament polymerization	1	72	0.0036	0.0021	1.75	0.36
51	279	ergosterol biosynthetic process	1	396	0.0036	0.0113	0.32	0.02
51	279	central nervous system development	22	1381	0.0789	0.0393	2.01	2.78
51	279	prostaglandin transport	5	26	0.0179	0.0007	24.21	5.76
51	279	glucosylceramide catabolic process	24	3041	0.086	0.0866	0.99	0.26
51	279	alpha-ketoglutarate transmembrane transporter activity	47	65	0.1685	0.0019	91.01	84.82
51	279	apical plasma membrane	135	5067	0.4839	0.1443	3.35	41.01
51	279	glycosyltransferase activity	23	704	0.0824	0.02	4.11	7.86
51	279	transmembrane transporter activity	5	79	0.0179	0.0022	7.97	3.37
51	279	steroid 17-alpha-monooxygenase activity	75	846	0.2688	0.0241	11.16	55.48
51	279	nuclear envelope	3	191	0.0108	0.0054	1.98	0.71
51	279	lyase activity	13	326	0.0466	0.0093	5.02	5.61
51	279	mineralocorticoid biosynthetic process	51	59	0.1828	0.0017	108.8	99.87
51	279	regulation of microtubule polymerization	1	72	0.0036	0.0021	1.75	0.36
51	279	steryl-beta-glucosidase activity	5	640	0.0179	0.0182	0.98	0.24
51	279	beta-glucosidase activity	19	2348	0.0681	0.0669	1.02	0.3
51	279	amyloid-beta binding	1	79	0.0036	0.0022	1.59	0.33
51	279	galactosylceramidase activity	24	3865	0.086	0.1101	0.78	0.04
51	279	sodium-independent organic anion transport	3	35	0.0108	0.001	10.79	2.57
51	279	nuclear steroid receptor activity	1	177	0.0036	0.005	0.71	0.12
51	279	postsynaptic density	1	337	0.0036	0.0096	0.37	0.03
51	279	regulation of membrane lipid distribution	1	72	0.0036	0.0021	1.75	0.36
51	279	C21-steroid hormone biosynthetic process	1	194	0.0036	0.0055	0.65	0.1
51	279	glucocorticoid biosynthetic process	7	215	0.0251	0.0061	4.1	2.76
51	279	cortisol biosynthetic process	30	105	0.1075	0.003	35.96	37.7
51	279	basolateral plasma membrane	135	3332	0.4839	0.0949	5.1	62.52
51	279	hydroperoxy icosatetraenoate dehydratase activity	4	512	0.0143	0.0146	0.98	0.24
51	279	neuronal cell body	3	162	0.0108	0.0046	2.33	0.86
51	279	glucosyltransferase activity	1	1332	0.0036	0.0379	0.09	0.0
51	279	midbody	2	80	0.0072	0.0023	3.15	0.88
51	279	monoatomic ion transport	135	380	0.4839	0.0108	44.72	194.93
51	279	cholesterol metabolic process	24	6083	0.086	0.1732	0.5	0.0
51	279	endoplasmic reticulum lumen	3	52	0.0108	0.0015	7.26	2.08
51	279	hormone biosynthetic process	31	713	0.1111	0.0203	5.47	13.65
51	279	endosome membrane	1	33	0.0036	0.0009	3.81	0.64
51	279	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	1	92	0.0036	0.0026	1.37	0.28
51	279	oxygen binding	1	95	0.0036	0.0027	1.32	0.27
51	279	glucosylceramidase activity	24	3857	0.086	0.1098	0.78	0.04
51	279	carbohydrate metabolic process	24	798	0.086	0.0227	3.79	7.5
51	279	heme binding	98	5655	0.3513	0.161	2.18	14.23
51	279	protein homodimerization activity	8	390	0.0287	0.0111	2.58	1.88
51	279	bile acid metabolic process	1	229	0.0036	0.0065	0.55	0.08
51	279	endomembrane system	14	50	0.0502	0.0014	35.24	17.68
51	279	synapse	5	95	0.0179	0.0027	6.62	3.01
52	414	positive regulation of bile acid secretion	1	80	0.0024	0.0023	1.06	0.21
52	414	GTP binding	1	50	0.0024	0.0014	1.7	0.35
52	414	guanyl-nucleotide exchange factor activity	1	30	0.0024	0.0009	2.83	0.52
52	414	phospholipid homeostasis	1	762	0.0024	0.0217	0.11	0.0
52	414	bile acid and bile salt transport	9	143	0.0217	0.0041	5.34	4.27
52	414	intercellular canaliculus	1	147	0.0024	0.0042	0.58	0.08
52	414	canalicular bile acid transmembrane transporter activity	6	108	0.0145	0.0031	4.71	2.74
52	414	phospholipid scramblase activity	9	52	0.0217	0.0015	14.68	8.02
52	414	L-asparagine transmembrane transporter activity	1	29	0.0024	0.0008	2.92	0.54
52	414	FNIP-folliculin RagC/D GAP	1	26	0.0024	0.0007	3.26	0.58
52	414	sterol sensor activity	1	31	0.0024	0.0009	2.74	0.51
52	414	vacuolar membrane	1	40	0.0024	0.0011	2.12	0.42
52	414	ABC-type bile acid transporter activity	1	167	0.0024	0.0048	0.51	0.06
52	414	recycling endosome membrane	6	1550	0.0145	0.0441	0.33	0.0
52	414	Golgi organization	5	18	0.0121	0.0005	23.56	5.78
52	414	protein ubiquitination	1	83	0.0024	0.0024	1.02	0.2
52	414	xenobiotic metabolic process	1	499	0.0024	0.0142	0.17	0.0
52	414	nervous system development	2	218	0.0048	0.0062	0.78	0.14
52	414	xenobiotic transmembrane transport	1	187	0.0024	0.0053	0.45	0.05
52	414	regulation of fatty acid beta-oxidation	1	80	0.0024	0.0023	1.06	0.21
52	414	Ragulator complex	1	25	0.0024	0.0007	3.39	0.59
52	414	xenobiotic export from cell	1	160	0.0024	0.0046	0.53	0.07
52	414	ABC-type xenobiotic transporter activity	1	3551	0.0024	0.1011	0.02	-0.0
52	414	L-leucine transmembrane transporter activity	1	27	0.0024	0.0008	3.14	0.56
52	414	cholesterol homeostasis	1	1948	0.0024	0.0555	0.04	0.0
52	414	symporter activity	2	26	0.0048	0.0007	6.52	1.43
52	414	nucleolus	1	165	0.0024	0.0047	0.51	0.07
52	414	apical plasma membrane	367	5067	0.8865	0.1443	6.14	254.18
52	414	L-glutamine transmembrane transporter activity	1	29	0.0024	0.0008	2.92	0.54
52	414	cholesterol binding	1	1642	0.0024	0.0468	0.05	0.0
52	414	ABC-type oligopeptide transporter activity	6	1132	0.0145	0.0322	0.45	0.0
52	414	microvillus	24	42	0.058	0.0012	48.47	35.11
52	414	bile acid:sodium symporter activity	365	1238	0.8816	0.0353	25.01	300.0
52	414	cellular response to amino acid stimulus	1	29	0.0024	0.0008	2.92	0.54
52	414	fatty acid metabolic process	1	1010	0.0024	0.0288	0.08	0.0
52	414	positive regulation of TORC1 signaling	1	31	0.0024	0.0009	2.74	0.51
52	414	lipid transport	2	4600	0.0048	0.131	0.04	-0.0
52	414	autophagy	6	1314	0.0145	0.0374	0.39	0.0
52	414	late endosome membrane	1	205	0.0024	0.0058	0.41	0.04
52	414	oligopeptide export from mitochondrion	6	1132	0.0145	0.0322	0.45	0.0
52	414	lysosomal membrane	1	2454	0.0024	0.0699	0.03	0.0
52	414	response to bacterium	2	73	0.0048	0.0021	2.32	0.67
52	414	sodium ion transport	3	25	0.0072	0.0007	10.18	2.51
52	414	L-arginine transmembrane transporter activity	1	34	0.0024	0.001	2.49	0.48
52	414	bile acid metabolic process	2	229	0.0048	0.0065	0.74	0.12
52	414	endomembrane system	5	50	0.0121	0.0014	8.48	3.52
53	341	steroid biosynthetic process	1	557	0.0029	0.0159	0.18	0.0
53	341	steroid metabolic process	2	321	0.0059	0.0091	0.64	0.09
53	341	11-beta-hydroxysteroid dehydrogenase (NADP+) activity	332	947	0.9736	0.027	36.1	300.0
53	341	steroid binding	328	1674	0.9619	0.0477	20.18	300.0
