accession	entry_name	protein_names	organism	decision	reason	current_rhea_ids	current_rxn_chebis	current_ligand_chebis
A0A8M1KS78	A0A8M1KS78_CLUHA	Carboxylic ester hydrolase (EC 3.1.1.-)	Clupea harengus (Atlantic herring)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:15889', 'CHEBI:16113', 'CHEBI:46898']	RHEA:10100;RHEA:12044;RHEA:12957;RHEA:33875;RHEA:38575;RHEA:47348;RHEA:47864;RHEA:52048;RHEA:52052;RHEA:52056;RHEA:52060;RHEA:52064;RHEA:52068;RHEA:52072;RHEA:52076;RHEA:52080;RHEA:52084;RHEA:52092;RHEA:52096	CHEBI:136282;CHEBI:136286;CHEBI:136302;CHEBI:136303;CHEBI:136304;CHEBI:136309;CHEBI:136312;CHEBI:136315;CHEBI:136330;CHEBI:136335;CHEBI:136369;CHEBI:136370;CHEBI:136373;CHEBI:15377;CHEBI:15378;CHEBI:15889;CHEBI:16113;CHEBI:17855;CHEBI:17968;CHEBI:18035;CHEBI:25629;CHEBI:25646;CHEBI:2571;CHEBI:28868;CHEBI:30089;CHEBI:30823;CHEBI:32372;CHEBI:35915;CHEBI:46898;CHEBI:47622;CHEBI:50477;CHEBI:53753;CHEBI:75945;CHEBI:76978;CHEBI:7896;CHEBI:83670;CHEBI:83677;CHEBI:84201;CHEBI:88066	
A0A8M1M0W3	A0A8M1M0W3_NEOSC	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.159) (EC 1.1.1.178) (EC 1.1.1.239) (EC 1.1.1.35) (EC 1.1.1.53) (EC 1.1.	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:11893', 'CHEBI:15994', 'CHEBI:16330']	RHEA:13281;RHEA:14929;RHEA:19409;RHEA:22432;RHEA:24612;RHEA:30799;RHEA:31159;RHEA:31195;RHEA:41980;RHEA:41992;RHEA:42004;RHEA:42008;RHEA:42012;RHEA:42016;RHEA:42020;RHEA:42024;RHEA:42028;RHEA:42036	CHEBI:11893;CHEBI:15378;CHEBI:15994;CHEBI:16330;CHEBI:16422;CHEBI:16469;CHEBI:16962;CHEBI:17263;CHEBI:17347;CHEBI:17650;CHEBI:28952;CHEBI:29747;CHEBI:36234;CHEBI:36713;CHEBI:50169;CHEBI:57286;CHEBI:57312;CHEBI:57316;CHEBI:57318;CHEBI:57335;CHEBI:57349;CHEBI:57540;CHEBI:57945;CHEBI:62613;CHEBI:62617;CHEBI:62619;CHEBI:78594;CHEBI:78595;CHEBI:78596;CHEBI:78600;CHEBI:78601;CHEBI:78602;CHEBI:78603;CHEBI:78604;CHEBI:78605;CHEBI:90726	
A0A8M1M9A6	A0A8M1M9A6_NEOSC	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific l	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:17759', 'CHEBI:57373', 'CHEBI:58507']	RHEA:10408;RHEA:16865;RHEA:18161;RHEA:21564;RHEA:31087;RHEA:31091;RHEA:31111;RHEA:31183;RHEA:31203;RHEA:35279;RHEA:40343;RHEA:46344;RHEA:47400;RHEA:62960	CHEBI:17759;CHEBI:57287;CHEBI:57288;CHEBI:57291;CHEBI:57349;CHEBI:57351;CHEBI:57371;CHEBI:57373;CHEBI:57375;CHEBI:57379;CHEBI:57385;CHEBI:57386;CHEBI:57392;CHEBI:58342;CHEBI:58507;CHEBI:61430;CHEBI:62418;CHEBI:62543;CHEBI:62548;CHEBI:62615;CHEBI:62619;CHEBI:62620;CHEBI:71407;CHEBI:77081;CHEBI:77084;CHEBI:86042;CHEBI:87695;CHEBI:87698;CHEBI:90726	
A0A8M1M9R1	A0A8M1M9R1_NEOSC	Bile salt export pump	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:132030', 'CHEBI:29746']	RHEA:50048;RHEA:50052;RHEA:50056;RHEA:50060;RHEA:50064;RHEA:50068;RHEA:50072;RHEA:63908	CHEBI:132028;CHEBI:132030;CHEBI:15377;CHEBI:15378;CHEBI:29746;CHEBI:29747;CHEBI:30616;CHEBI:36252;CHEBI:36257;CHEBI:43474;CHEBI:456216;CHEBI:63660;CHEBI:9407	
A0A8M1MBN1	A0A8M1MBN1_NEOSC	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific l	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:17759', 'CHEBI:57373', 'CHEBI:58507']	RHEA:10408;RHEA:16865;RHEA:18161;RHEA:21564;RHEA:31087;RHEA:31091;RHEA:31111;RHEA:31183;RHEA:31203;RHEA:35279;RHEA:40343;RHEA:46344;RHEA:47400;RHEA:62960	CHEBI:17759;CHEBI:57287;CHEBI:57288;CHEBI:57291;CHEBI:57349;CHEBI:57351;CHEBI:57371;CHEBI:57373;CHEBI:57375;CHEBI:57379;CHEBI:57385;CHEBI:57386;CHEBI:57392;CHEBI:58342;CHEBI:58507;CHEBI:61430;CHEBI:62418;CHEBI:62543;CHEBI:62548;CHEBI:62615;CHEBI:62619;CHEBI:62620;CHEBI:71407;CHEBI:77081;CHEBI:77084;CHEBI:86042;CHEBI:87695;CHEBI:87698;CHEBI:90726	
A0A8M1MDA8	A0A8M1MDA8_NEOSC	Glucosylceramidase (EC 3.2.1.45)	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A8M1MEF4	A0A8M1MEF4_NEOSC	Carbonyl reductase (NADPH) (EC 1.1.1.184)	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:139311', 'CHEBI:16827', 'CHEBI:17650']	RHEA:11636;RHEA:15937;RHEA:19257;RHEA:20744;RHEA:24508;RHEA:63476;RHEA:63480;RHEA:63492;RHEA:63500;RHEA:63504;RHEA:70215;RHEA:70219	CHEBI:133409;CHEBI:139311;CHEBI:145544;CHEBI:15378;CHEBI:15734;CHEBI:16827;CHEBI:17087;CHEBI:17478;CHEBI:17650;CHEBI:189050;CHEBI:229723;CHEBI:28869;CHEBI:35681;CHEBI:57397;CHEBI:57400;CHEBI:57401;CHEBI:57404;CHEBI:57406;CHEBI:57408;CHEBI:57783;CHEBI:58349;CHEBI:606564;CHEBI:64677;CHEBI:6746;CHEBI:75296	
A0A8M1MHQ7	A0A8M1MHQ7_NEOSC	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific l	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:17759', 'CHEBI:57373', 'CHEBI:58507']	RHEA:10408;RHEA:16865;RHEA:18161;RHEA:21564;RHEA:31087;RHEA:31091;RHEA:31111;RHEA:31183;RHEA:31203;RHEA:35279;RHEA:40343;RHEA:46344;RHEA:47400;RHEA:62960	CHEBI:17759;CHEBI:57287;CHEBI:57288;CHEBI:57291;CHEBI:57349;CHEBI:57351;CHEBI:57371;CHEBI:57373;CHEBI:57375;CHEBI:57379;CHEBI:57385;CHEBI:57386;CHEBI:57392;CHEBI:58342;CHEBI:58507;CHEBI:61430;CHEBI:62418;CHEBI:62543;CHEBI:62548;CHEBI:62615;CHEBI:62619;CHEBI:62620;CHEBI:71407;CHEBI:77081;CHEBI:77084;CHEBI:86042;CHEBI:87695;CHEBI:87698;CHEBI:90726	
A0A8M1ML49	A0A8M1ML49_NEOSC	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:33147;RHEA:38951;RHEA:38963;RHEA:60128;RHEA:60160;RHEA:74887;RHEA:81611;RHEA:81695;RHEA:81699	CHEBI:133768;CHEBI:133769;CHEBI:143093;CHEBI:143658;CHEBI:15377;CHEBI:15378;CHEBI:156326;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:64677;CHEBI:82961	
A0A8M1MNY7	A0A8M1MNY7_NEOSC	Catechol O-methyltransferase (EC 2.1.1.6) (Catechol O-methyltransferase 2)	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:1156', 'CHEBI:1189', 'CHEBI:136972']	RHEA:17877;RHEA:53088;RHEA:53092;RHEA:53096;RHEA:53100;RHEA:53104;RHEA:53108	CHEBI:1156;CHEBI:1189;CHEBI:134251;CHEBI:136972;CHEBI:136975;CHEBI:136980;CHEBI:15378;CHEBI:28744;CHEBI:28955;CHEBI:33566;CHEBI:57856;CHEBI:59789;CHEBI:62845;CHEBI:87602;CHEBI:89268	
A0A8M1MP81	A0A8M1MP81_NEOSC	17-beta-hydroxysteroid dehydrogenase 4 (D-bifunctional protein) (Multifunctional protein 2)	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:58507', 'CHEBI:59807', 'CHEBI:59879']	RHEA:18933;RHEA:26526;RHEA:32711;RHEA:39159;RHEA:40187;RHEA:40191;RHEA:40243;RHEA:40255;RHEA:40263;RHEA:45832;RHEA:45992;RHEA:47088	CHEBI:15377;CHEBI:15378;CHEBI:57319;CHEBI:57349;CHEBI:57540;CHEBI:57945;CHEBI:58507;CHEBI:58856;CHEBI:59807;CHEBI:59879;CHEBI:61406;CHEBI:61526;CHEBI:62242;CHEBI:62548;CHEBI:62619;CHEBI:74272;CHEBI:74278;CHEBI:74279;CHEBI:77075;CHEBI:77079;CHEBI:77081;CHEBI:90726	
A0A8M1N2Y9	A0A8M1N2Y9_DANRE	Cystic fibrosis transmembrane conductance regulator (EC 5.6.1.6) (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-fam	Danio rerio (Zebrafish) (Brachydanio rerio)	DROP_STALE	current Rhea reactions/ligands do not contain any sterane-passing ChEBI (has 8 rxn ChEBIs, 0 ligand ChEBIs, none pass)	RHEA:13065;RHEA:28695;RHEA:29823;RHEA:66424	CHEBI:15377;CHEBI:15378;CHEBI:17544;CHEBI:17996;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57461	
A0A8M1NDZ7	A0A8M1NDZ7_DANRE	Cytosolic beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.45) (EC 3.2.1.46) (Cytosolic galactosylceramidase) (Cytosolic glucosy	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:189067']	RHEA:13269;RHEA:14297;RHEA:43908;RHEA:59284;RHEA:59288;RHEA:59292;RHEA:70239	CHEBI:15377;CHEBI:16113;CHEBI:18390;CHEBI:189067;CHEBI:189068;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:52639;CHEBI:57756;CHEBI:57934;CHEBI:72961;CHEBI:83992;CHEBI:84719;CHEBI:84720	
A0A8M1PFJ8	A0A8M1PFJ8_DANRE	Carboxylic ester hydrolase (EC 3.1.1.-)	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:15889', 'CHEBI:16113', 'CHEBI:46898']	RHEA:10100;RHEA:12044;RHEA:12957;RHEA:33875;RHEA:38575;RHEA:47348;RHEA:47864;RHEA:52048;RHEA:52052;RHEA:52056;RHEA:52060;RHEA:52064;RHEA:52068;RHEA:52072;RHEA:52076;RHEA:52080;RHEA:52084;RHEA:52092;RHEA:52096	CHEBI:136282;CHEBI:136286;CHEBI:136302;CHEBI:136303;CHEBI:136304;CHEBI:136309;CHEBI:136312;CHEBI:136315;CHEBI:136330;CHEBI:136335;CHEBI:136369;CHEBI:136370;CHEBI:136373;CHEBI:15377;CHEBI:15378;CHEBI:15889;CHEBI:16113;CHEBI:17855;CHEBI:17968;CHEBI:18035;CHEBI:25629;CHEBI:25646;CHEBI:2571;CHEBI:28868;CHEBI:30089;CHEBI:30823;CHEBI:32372;CHEBI:35915;CHEBI:46898;CHEBI:47622;CHEBI:50477;CHEBI:53753;CHEBI:75945;CHEBI:76978;CHEBI:7896;CHEBI:83670;CHEBI:83677;CHEBI:84201;CHEBI:88066	
A0A8M1PH71	A0A8M1PH71_DANRE	Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:137053', 'CHEBI:137057', 'CHEBI:137061']	RHEA:22716;RHEA:46296;RHEA:46300;RHEA:46304;RHEA:46308;RHEA:46380;RHEA:46384;RHEA:46388;RHEA:46392;RHEA:53232;RHEA:53236;RHEA:53240;RHEA:53244;RHEA:53808;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:137053;CHEBI:137057;CHEBI:137061;CHEBI:137687;CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:16113;CHEBI:17026;CHEBI:17252;CHEBI:17347;CHEBI:17500;CHEBI:17737;CHEBI:17759;CHEBI:34310;CHEBI:34477;CHEBI:37640;CHEBI:41633;CHEBI:57618;CHEBI:58210;CHEBI:83027;CHEBI:85778;CHEBI:86013;CHEBI:86074;CHEBI:86087;CHEBI:86165;CHEBI:86570	CHEBI:30413
A0A8M1RNN7	A0A8M1RNN7_DANRE	Bile salt export pump	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:132030', 'CHEBI:29746']	RHEA:50048;RHEA:50052;RHEA:50056;RHEA:50060;RHEA:50064;RHEA:50068;RHEA:50072;RHEA:63908	CHEBI:132028;CHEBI:132030;CHEBI:15377;CHEBI:15378;CHEBI:29746;CHEBI:29747;CHEBI:30616;CHEBI:36252;CHEBI:36257;CHEBI:43474;CHEBI:456216;CHEBI:63660;CHEBI:9407	
A0A8M2BA96	A0A8M2BA96_DANRE	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific l	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:17759', 'CHEBI:57373', 'CHEBI:58507']	RHEA:16865;RHEA:18161;RHEA:21564;RHEA:31087;RHEA:31091;RHEA:31111;RHEA:31183;RHEA:31203;RHEA:35279;RHEA:40343;RHEA:46344;RHEA:47400;RHEA:62960	CHEBI:17759;CHEBI:57287;CHEBI:57288;CHEBI:57349;CHEBI:57371;CHEBI:57373;CHEBI:57375;CHEBI:57379;CHEBI:57385;CHEBI:57386;CHEBI:57392;CHEBI:58342;CHEBI:58507;CHEBI:61430;CHEBI:62418;CHEBI:62543;CHEBI:62548;CHEBI:62615;CHEBI:62619;CHEBI:62620;CHEBI:71407;CHEBI:77081;CHEBI:77084;CHEBI:86042;CHEBI:87695;CHEBI:87698;CHEBI:90726	
A0A8M3AI41	A0A8M3AI41_DANRE	Hormone-sensitive lipase (EC 3.1.1.23) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (Retinyl ester hydrolase)	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17336', 'CHEBI:46898']	RHEA:12044;RHEA:13933;RHEA:15245;RHEA:26132;RHEA:32731;RHEA:33875;RHEA:38379;RHEA:38383;RHEA:38455;RHEA:38487;RHEA:38491;RHEA:38563;RHEA:38575;RHEA:38659;RHEA:39935;RHEA:39939	CHEBI:15377;CHEBI:15378;CHEBI:16113;CHEBI:17336;CHEBI:17408;CHEBI:17616;CHEBI:17754;CHEBI:17855;CHEBI:18035;CHEBI:28868;CHEBI:30089;CHEBI:30823;CHEBI:32395;CHEBI:34115;CHEBI:46898;CHEBI:52323;CHEBI:52333;CHEBI:52392;CHEBI:53753;CHEBI:73990;CHEBI:75342;CHEBI:75735;CHEBI:75824;CHEBI:75936;CHEBI:75937;CHEBI:75945;CHEBI:7896	
A0A8M3AJ48	A0A8M3AJ48_DANRE	Hormone-sensitive lipase (EC 3.1.1.23) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (Retinyl ester hydrolase)	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17336', 'CHEBI:46898']	RHEA:12044;RHEA:13933;RHEA:15245;RHEA:26132;RHEA:32731;RHEA:33875;RHEA:38379;RHEA:38383;RHEA:38455;RHEA:38487;RHEA:38491;RHEA:38563;RHEA:38575;RHEA:38659;RHEA:39935;RHEA:39939	CHEBI:15377;CHEBI:15378;CHEBI:16113;CHEBI:17336;CHEBI:17408;CHEBI:17616;CHEBI:17754;CHEBI:17855;CHEBI:18035;CHEBI:28868;CHEBI:30089;CHEBI:30823;CHEBI:32395;CHEBI:34115;CHEBI:46898;CHEBI:52323;CHEBI:52333;CHEBI:52392;CHEBI:53753;CHEBI:73990;CHEBI:75342;CHEBI:75735;CHEBI:75824;CHEBI:75936;CHEBI:75937;CHEBI:75945;CHEBI:7896	
A0A8M3AQL5	A0A8M3AQL5_DANRE	Hormone-sensitive lipase (EC 3.1.1.23) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (Retinyl ester hydrolase)	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17336', 'CHEBI:46898']	RHEA:12044;RHEA:13933;RHEA:15245;RHEA:26132;RHEA:32731;RHEA:33875;RHEA:38379;RHEA:38383;RHEA:38455;RHEA:38487;RHEA:38491;RHEA:38563;RHEA:38575;RHEA:38659;RHEA:39935;RHEA:39939	CHEBI:15377;CHEBI:15378;CHEBI:16113;CHEBI:17336;CHEBI:17408;CHEBI:17616;CHEBI:17754;CHEBI:17855;CHEBI:18035;CHEBI:28868;CHEBI:30089;CHEBI:30823;CHEBI:32395;CHEBI:34115;CHEBI:46898;CHEBI:52323;CHEBI:52333;CHEBI:52392;CHEBI:53753;CHEBI:73990;CHEBI:75342;CHEBI:75735;CHEBI:75824;CHEBI:75936;CHEBI:75937;CHEBI:75945;CHEBI:7896	
A0A8M3ATG0	A0A8M3ATG0_DANRE	Hormone-sensitive lipase (EC 3.1.1.23) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (Retinyl ester hydrolase)	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17336', 'CHEBI:46898']	RHEA:12044;RHEA:13933;RHEA:15245;RHEA:26132;RHEA:32731;RHEA:33875;RHEA:38379;RHEA:38383;RHEA:38455;RHEA:38487;RHEA:38491;RHEA:38563;RHEA:38575;RHEA:38659;RHEA:39935;RHEA:39939	CHEBI:15377;CHEBI:15378;CHEBI:16113;CHEBI:17336;CHEBI:17408;CHEBI:17616;CHEBI:17754;CHEBI:17855;CHEBI:18035;CHEBI:28868;CHEBI:30089;CHEBI:30823;CHEBI:32395;CHEBI:34115;CHEBI:46898;CHEBI:52323;CHEBI:52333;CHEBI:52392;CHEBI:53753;CHEBI:73990;CHEBI:75342;CHEBI:75735;CHEBI:75824;CHEBI:75936;CHEBI:75937;CHEBI:75945;CHEBI:7896	
A0A8M3B1P6	A0A8M3B1P6_DANRE	Hormone-sensitive lipase (EC 3.1.1.23) (EC 3.1.1.79) (Monoacylglycerol lipase LIPE) (Retinyl ester hydrolase)	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17336', 'CHEBI:46898']	RHEA:12044;RHEA:13933;RHEA:15245;RHEA:26132;RHEA:32731;RHEA:33875;RHEA:38379;RHEA:38383;RHEA:38455;RHEA:38487;RHEA:38491;RHEA:38563;RHEA:38575;RHEA:38659;RHEA:39935;RHEA:39939	CHEBI:15377;CHEBI:15378;CHEBI:16113;CHEBI:17336;CHEBI:17408;CHEBI:17616;CHEBI:17754;CHEBI:17855;CHEBI:18035;CHEBI:28868;CHEBI:30089;CHEBI:30823;CHEBI:32395;CHEBI:34115;CHEBI:46898;CHEBI:52323;CHEBI:52333;CHEBI:52392;CHEBI:53753;CHEBI:73990;CHEBI:75342;CHEBI:75735;CHEBI:75824;CHEBI:75936;CHEBI:75937;CHEBI:75945;CHEBI:7896	
A0A8M9PGW6	A0A8M9PGW6_DANRE	aromatase (EC 1.14.14.14) (Cytochrome P-450AROM) (Estrogen synthase)	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16422', 'CHEBI:16469', 'CHEBI:17263']	RHEA:38191;RHEA:38195;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:15740;CHEBI:16422;CHEBI:16469;CHEBI:17263;CHEBI:17347;CHEBI:57618;CHEBI:58210	CHEBI:30413
A0A8M9PP65	A0A8M9PP65_DANRE	Delta(14)-sterol reductase LBR (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (Integr	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16608', 'CHEBI:17813', 'CHEBI:18364']	RHEA:18561;RHEA:46456;RHEA:46812	CHEBI:15378;CHEBI:16608;CHEBI:17813;CHEBI:18364;CHEBI:57783;CHEBI:58349;CHEBI:78904;CHEBI:86131;CHEBI:87044	
A0A8M9PSA7	A0A8M9PSA7_DANRE	ATP-binding cassette sub-family C member 10 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 7)	Danio rerio (Zebrafish) (Brachydanio rerio)	DROP_STALE	no current Rhea reactions or ligand annotations at all			
A0A8M9Q8E0	A0A8M9Q8E0_DANRE	Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)	Danio rerio (Zebrafish) (Brachydanio rerio)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:16581']	RHEA:35739;RHEA:RHEA-COMP:9998;RHEA:RHEA-COMP:9999	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:16113;CHEBI:16581;CHEBI:17998;CHEBI:33737;CHEBI:33738	CHEBI:30413
A0A8N5EJF1	A0A8N5EJF1_GEOFO	Carboxylic ester hydrolase (EC 3.1.1.-)	Geospiza fortis (Medium ground-finch)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:15889', 'CHEBI:16113', 'CHEBI:46898']	RHEA:10100;RHEA:12044;RHEA:12957;RHEA:33875;RHEA:38575;RHEA:47348;RHEA:47864;RHEA:52048;RHEA:52052;RHEA:52056;RHEA:52060;RHEA:52064;RHEA:52068;RHEA:52072;RHEA:52076;RHEA:52080;RHEA:52084;RHEA:52092;RHEA:52096	CHEBI:136282;CHEBI:136286;CHEBI:136302;CHEBI:136303;CHEBI:136304;CHEBI:136309;CHEBI:136312;CHEBI:136315;CHEBI:136330;CHEBI:136335;CHEBI:136369;CHEBI:136370;CHEBI:136373;CHEBI:15377;CHEBI:15378;CHEBI:15889;CHEBI:16113;CHEBI:17855;CHEBI:17968;CHEBI:18035;CHEBI:25629;CHEBI:25646;CHEBI:2571;CHEBI:28868;CHEBI:30089;CHEBI:30823;CHEBI:32372;CHEBI:35915;CHEBI:46898;CHEBI:47622;CHEBI:50477;CHEBI:53753;CHEBI:75945;CHEBI:76978;CHEBI:7896;CHEBI:83670;CHEBI:83677;CHEBI:84201;CHEBI:88066	
A0A8N5EVU1	A0A8N5EVU1_GEOFO	Multidrug resistance-associated protein 4 (EC 7.6.2.2) (EC 7.6.2.3)	Geospiza fortis (Medium ground-finch)	DROP_STALE	current Rhea reactions/ligands do not contain any sterane-passing ChEBI (has 6 rxn ChEBIs, 0 ligand ChEBIs, none pass)	RHEA:66424	CHEBI:15377;CHEBI:15378;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57461	
A0A8N5F4J4	A0A8N5F4J4_GEOFO	Hepatic sodium/bile acid cotransporter (Na(+)/bile acid cotransporter) (Na(+)/taurocholate transport protein) (Sodium/ta	Geospiza fortis (Medium ground-finch)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:191405', 'CHEBI:191407']	RHEA:51840;RHEA:71083;RHEA:71875;RHEA:71911;RHEA:71915;RHEA:71923;RHEA:71927;RHEA:71935;RHEA:72087;RHEA:72167;RHEA:72171;RHEA:72179	CHEBI:132028;CHEBI:133064;CHEBI:191405;CHEBI:191406;CHEBI:191407;CHEBI:29101;CHEBI:29746;CHEBI:29747;CHEBI:36257;CHEBI:36261;CHEBI:58874;CHEBI:60050;CHEBI:9407	
A0A8N5HXB9	A0A8N5HXB9_GEOFO	Glucosylceramidase (EC 3.2.1.45)	Geospiza fortis (Medium ground-finch)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
